mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	9/8	4	1	d.i	0.0192646	-1.49871	/		d	i		i		i							m	1	1	2, -1, 3		2.0	2.0	0	9	0.0	0.0	1.125	0.0
1	1	3/8	3/8	9/8	4	1	i6	0	-1.64871	/		d	i		i6		i		6					m	1	1	-1, 3, 2		2.0	-1.0	0	9	0.0	0.0	1.125	0.0
1	1	3/4	3/4	9/8	4	1	#viio6	-0.182053	-1.95384	/		d	i		#viio6		#vii	o	6					o	1	1	4, 1, 7		7.0	4.0	0	9	0.0	0.0	1.125	0.0
2	2	0	0	9/8	4	1	i	0	-1.86282	/		d	i		i		i							m	1	1	2, -1, 3		2.0	2.0	0	10	0.0	0.0	1.875	0.0
2	2	3/8	3/8	9/8	4	1	i6	0	-1.95384	/		d	i		i6		i		6					m	1	1	-1, 3, 2		2.0	-1.0	0	9	0.0	0.0	1.125	0.0
2	2	3/4	3/4	9/8	4	1	V43	-0.0910263	-1.95384	/		d	i		V43		V		43					Mm7	1	1	4, 1, 3, 7		3.0	4.0	0	10	0.0	0.0	1.5	0.0
3	3	0	0	9/8	4	1	i	-0.0910263	-2.52	/		d	i		i		i							m	1	1	2, -1, 3		2.0	2.0	0	10	0.0	0.0	1.5	0.0
3	3	3/8	3/8	9/8	4	1	i6	-0.0910263	-2.51812	/		d	i		i6		i		6					m	1	1	-1, 3, 2		2.0	-1.0	0	10	0.0	0.0	1.5	0.0
3	3	3/4	3/4	9/8	4	1	V	0	-2.52	/		d	i		V		V							M	1	1	3, 7, 4		3.0	3.0	0	13	0.0	0.0	1.875	0.0
4	4	0	0	9/8	4	1	i	0.546158	-1.95384	/		d	i		i		i							m	1	1	2, -1, 3		2.0	2.0	1	21	0.045454545454545456	0.0625	2.9375	0.020833333333333332
4	4	3/4	3/4	9/8	4	1	VI6	-0.0910263	-2.04487	/		d	i		VI6		VI		6					M	1	1	2, -1, -2		-2.0	2.0	3	13	0.1875	0.15625	1.34375	0.10416666666666667
5	5	0	0	9/8	4	1	#viio65(2)					d	i		#viio65(2)		#vii	o	65	2				o7	1	1	4, 1, -2, 2		7.0	4.0	0	10	0.0	0.0	1.5	0.0
5	5	3/8	3/8	9/8	4	1	#viio65					d	i		#viio65		#vii	o	65					o7	1	1	4, 1, -2, 7		7.0	4.0	5	55	0.08333333333333333	0.25	7.25	0.03333333333333333
7	7	0	0	9/8	4	1	i6(2)	-0.182053	-2.77963	/		d	i		i6(2)		i		6	2				m	1	1	-1, 3, 4		2.0	-1.0	3	7	0.3	0.375	1.125	0.25
7	7	3/8	3/8	9/8	4	1	i6	-0.0910263	-2.78	/		d	i		i6		i		6					m	1	1	-1, 3, 2		2.0	-1.0	0	14	0.0	0.0	2.0	0.0
7	7	7/8	7/8	9/8	4	1	#viio6	-2.73079	-2.78	/		d	i		#viio6		#vii	o	6					o	1	1	4, 1, 7		7.0	4.0	0	4	0.0	0.0	0.5	0.0
7	7	1	1	9/8	4	1	i	0.455132	-2.78	/		d	i		i		i							m	1	1	2, -1, 3		2.0	2.0	0	4	0.0	0.0	0.5	0.0
8	8	0	0	9/8	4	1	ii%65(2)	0	-2.78	/		d	i		ii%65(2)		ii	%	65	2				%7	1	1	1, -2, 2, -1		4.0	1.0	0	10	0.0	0.0	1.5	0.0
8	8	3/8	3/8	9/8	4	1	ii%65	0	-2.78	/		d	i		ii%65		ii	%	65					%7	1	1	1, -2, 2, 4		4.0	1.0	0	10	0.0	0.0	1.5	0.0
