mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	3/4	4	1	D.I	0	-2.46829	/	D	I		I		I							M	0	0	2, 6, 3		2.0	2.0	0	1	0.0	0.0	0.25	0.0
2	1	0	0	3/4	4	1	I				D	I		I		I							M	0	0	2, 6, 3		2.0	2.0	0	4	0.0	0.0	2.75	0.0
2	1	1/2	1/2	3/4	4	1	I+				D	I		I+		I	+						+	0	0	2, 6, 10		2.0	2.0	0	1	0.0	0.0	0.25	0.0
3	2	0	0	3/4	4	1	IV				D	I		IV		IV							M	0	0	1, 5, 2		1.0	1.0	1	4	0.2	0.25	2.5	0.09090909090909091
3	2	1/2	1/2	3/4	4	1	ii6				D	I		ii6		ii		6					m	0	0	1, 5, 4		4.0	1.0	0	1	0.0	0.0	0.25	0.0
4	3	0	0	3/4	4	1	V2(4)				D	I		V2(4)		V		2	4				Mm7	0	0	1, 3, 2, 4		3.0	1.0	0	4	0.0	0.0	1.0	0.0
4	3	1/4	1/4	3/4	4	1	V2				D	I		V2		V		2					Mm7	0	0	1, 3, 7, 4		3.0	1.0	0	4	0.0	0.0	1.0	0.0
4	3	1/2	1/2	3/4	4	1	I6				D	I		I6		I		6					M	0	0	6, 3, 2		2.0	6.0	0	5	0.0	0.0	1.0	0.0
5	4	0	0	3/4	4	1	V(64)				D	I		V(64)		V			64				M	0	0	3, 2, 6		3.0	3.0	0	4	0.0	0.0	1.0	0.0
5	4	1/4	1/4	3/4	4	1	V\\				D	I		V		V						\\	M	0	0	3, 7, 4		3.0	3.0	1	2	0.3333333333333333	0.25	0.5	0.3333333333333333
6	5	0	0	3/4	4	1	I	0.439026	-2.5	/	D	I		I		I							M	0	0	2, 6, 3		2.0	2.0	1	4	0.2	0.25	2.75	0.08333333333333333
7	6	0	0	3/4	4	1	vi(6)	0.439026	-2.5	/	D	I		vi(6)		vi			6				m	0	0	5, 2, 1		5.0	5.0	0	4	0.0	0.0	1.75	0.0
7	6	1/4	1/4	3/4	4	1	vi	0.439026	-2.5	/	D	I		vi		vi							m	0	0	5, 2, 6		5.0	5.0	0	1	0.0	0.0	0.25	0.0
7	6	1/2	1/2	3/4	4	1	iii.#viio43	-1.44195	-2.24918	/	D	iii		#viio43		#vii	o	43					o7	0	1	5, 2, 11, 8		11.0	5.0	0	4	0.0	0.0	1.0	0.0
8	7	0	0	3/4	4	1	i6	2.34147	-2.35366	/	D	iii		i6		i		6					m	0	1	3, 7, 6		6.0	3.0	0	4	0.0	0.0	1.25	0.0
8	7	1/4	1/4	3/4	4	1	i	0.146342	-2.35366	/	D	iii		i		i							m	0	1	6, 3, 7		6.0	6.0	0	3	0.0	0.0	0.75	0.0
8	7	1/2	1/2	3/4	4	1	V7(6)	-0.146342	-2.5	/	D	iii		V7(6)		V		7	6				Mm7	0	1	7, 11, 3, 5		7.0	7.0	0	4	0.0	0.0	0.875	0.0
