mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	1/4	1/4	3/4	4	1	g#.i	0	-4.66194	/	g#	i		i		i							m	1	1	8, 5, 9		8	8	0	12	0.0	0.0	5.0	0.0
3	2	0	0	3/4	4	1	V43				g#	i		V43		V		43					Mm7	1	1	10, 7, 9, 13		9	10	0	5	0.0	0.0	2.0	0.0
3	2	1/2	1/2	3/4	4	1	i				g#	i		i		i							m	1	1	8, 5, 9		8	8	0	4	0.0	0.0	1.0	0.0
4	3	0	0	3/4	4	1	V65				g#	i		V65		V		65					Mm7	1	1	13, 10, 7, 9		9	13	0	4	0.0	0.0	1.0	0.0
4	3	1/4	1/4	3/4	4	1	i				g#	i		i		i							m	1	1	8, 5, 9		8	8	0	4	0.0	0.0	1.25	0.0
4	3	1/2	1/2	3/4	4	1	VI				g#	i		VI		VI							M	1	1	4, 8, 5		4	4	0	4	0.0	0.0	1.0	0.0
5	4	0	0	3/4	4	1	iv7				g#	i		iv7		iv		7					mm7	1	1	7, 4, 8, 5		7	7	0	4	0.0	0.0	0.9375	0.0
5	4	3/16	3/16	3/4	4	1	iio6				g#	i		iio6		ii	o	6					o	1	1	7, 4, 10		10	7	0	1	0.0	0.0	0.0625	0.0
5	4	1/4	1/4	3/4	4	1	V(64)				g#	i		V(64)		V			64				M	1	1	9, 8, 5		9	9	0	4	0.0	0.0	1.0	0.0
5	4	1/2	1/2	3/4	4	1	V7				g#	i		V7		V		7					Mm7	1	1	9, 13, 10, 7		9	9	0	5	0.0	0.0	1.25	0.0
6	5	0	0	3/4	4	1	i				g#	i		i		i							m	1	1	8, 5, 9		8	8	0	12	0.0	0.0	3.0	0.0
7	6	0	0	3/4	4	1	V43	0.114778	-3.87734	/	g#	i		V43		V		43					Mm7	1	1	10, 7, 9, 13		9	10	0	5	0.0	0.0	2.0	0.0
7	6	1/2	1/2	3/4	4	1	i				g#	i		i		i							m	1	1	8, 5, 9		8	8	0	4	0.0	0.0	1.0	0.0
8	7	0	0	3/4	4	1	V65	0	-3.99211	/	g#	i		V65		V		65					Mm7	1	1	13, 10, 7, 9		9	13	0	4	0.0	0.0	1.0	0.0
8	7	1/4	1/4	3/4	4	1	i	0	-4.51284	/	g#	i		i		i							m	1	1	8, 5, 9		8	8	0	4	0.0	0.0	1.25	0.0
8	7	1/2	1/2	3/4	4	1	VI				g#	i		VI		VI							M	1	1	4, 8, 5		4	4	0	3	0.0	0.0	0.75	0.0
9	8	0	0	3/4	4	1	iv7	-0.688668	-4.22167	/	g#	i		iv7		iv		7					mm7	1	1	7, 4, 8, 5		7	7	0	4	0.0	0.0	0.9375	0.0
9	8	3/16	3/16	3/4	4	1	bII6	-1.16119	-4.43532	/	g#	i		bII6		bII		6					M	1	1	7, 4, 3		3	7	0	1	0.0	0.0	0.0625	0.0
9	8	1/4	1/4	3/4	4	1	V(64)	0	-4.566	/	g#	i		V(64)		V			64				M	1	1	9, 8, 5		9	9	0	4	0.0	0.0	1.0	0.0
9	8	1/2	1/2	3/4	4	1	V7				g#	i		V7		V		7					Mm7	1	1	9, 13, 10, 7		9	9	0	4	0.0	0.0	1.0	0.0
10	9	0	0	3/4	4	1	i64	0	-3.46915	/	g#	i		i64		i		64					m	1	1	9, 8, 5		8	9	0	4	0.0	0.0	1.75	0.0
10	9	1/4	1/4	3/4	4	1	i	0	-3.87734	/	g#	i		i		i							m	1	1	8, 5, 9		8	8	0	1	0.0	0.0	0.25	0.0
10	9	1/2	1/2	3/4	4	1	V6/III				g#	i		V6/III		V		6		III			M	1	1	10, 7, 6		6	10	0	4	0.0	0.0	1.0	0.0
11	10	0	0	3/4	4	1	V65/III				g#	i		V65/III		V		65		III			Mm7	1	1	10, 7, 4, 6		6	10	1	3	0.25	0.0625	0.9375	0.0625
11	10	1/2	1/2	3/4	4	1	III(4)				g#	i		III(4)		III			4				M	1	1	5, 4, 6		5	5	0	2	0.0	0.0	0.5	0.0
12	11	0	0	3/4	4	1	III				g#	i		III		III							M	1	1	5, 9, 6		5	5	1	3	0.25	0.0625	0.9375	0.0625
12	11	1/2	1/2	3/4	4	1	V6				g#	i		V6		V		6					M	1	1	13, 10, 9		9	13	0	2	0.0	0.0	0.5	0.0
13	12	0	0	3/4	4	1	V65				g#	i		V65		V		65					Mm7	1	1	13, 10, 7, 9		9	13	1	3	0.25	0.0625	0.9375	0.0625
13	12	1/2	1/2	3/4	4	1	i(4)	-0.114778	-4.10689	/	g#	i		i(4)		i			4				m	1	1	8, 7, 9		8	8	0	3	0.0	0.0	0.75	0.0
14	13	0	0	3/4	4	1	i				g#	i		i		i							m	1	1	8, 5, 9		8	8	3	10	0.23076923076923078	0.1875	2.5625	0.06818181818181818
15	14	0	0	3/4	4	1	V43	0.114778	-4.33645	/	g#	i		V43		V		43					Mm7	1	1	10, 7, 9, 13		9	10	0	7	0.0	0.0	2.0	0.0
15	14	1/2	1/2	3/4	4	1	i				g#	i		i		i							m	1	1	8, 5, 9		8	8	0	4	0.0	0.0	1.0	0.0
16	15	0	0	3/4	4	1	V65	0	-4.33645	/	g#	i		V65		V		65					Mm7	1	1	13, 10, 7, 9		9	13	0	4	0.0	0.0	1.0	0.0
16	15	1/4	1/4	3/4	4	1	i	0	-4.43829	/	g#	i		i		i							m	1	1	8, 5, 9		8	8	0	4	0.0	0.0	1.5	0.0
16	15	1/2	1/2	3/4	4	1	VI	0	-3.76734	/	g#	i		VI		VI							M	1	1	4, 8, 5		4	4	0	2	0.0	0.0	0.5	0.0
17	16	0	0	3/4	4	1	bII6(9)	-0.229556	-4.22167	/	g#	i		bII6(9)		bII		6	9				M	1	1	7, 4, 3	5	3	7	0	4	0.0	0.0	0.9375	0.0
17	16	3/16	3/16	3/4	4	1	bII6	0	-4.36374	/	g#	i		bII6		bII		6					M	1	1	7, 4, 3		3	7	0	1	0.0	0.0	0.0625	0.0
17	16	1/4	1/4	3/4	4	1	V(64)	0	-3.69279	/	g#	i		V(64)		V			64				M	1	1	9, 8, 5		9	9	0	4	0.0	0.0	1.0	0.0
17	16	1/2	1/2	3/4	4	1	V7				g#	i		V7		V		7					Mm7	1	1	9, 13, 10, 7		9	9	0	4	0.0	0.0	1.0	0.0
18	17	0	0	3/4	4	1	i64	0	-3.46915	/	g#	i		i64		i		64					m	1	1	9, 8, 5		8	9	0	5	0.0	0.0	2.0	0.0
18	17	1/2	1/2	3/4	4	1	V6/III	0	-3.2455	/	g#	i		V6/III		V		6		III			M	1	1	10, 7, 6		6	10	0	4	0.0	0.0	1.0	0.0
19	18	0	0	3/4	4	1	V65/III	0	-3.17095	/	g#	i		V65/III		V		65		III			Mm7	1	1	10, 7, 4, 6		6	10	1	6	0.14285714285714285	0.0625	1.9375	0.03125
19	18	1/2	1/2	3/4	4	1	III(4)				g#	i		III(4)		III			4				M	1	1	5, 4, 6		5	5	0	2	0.0	0.0	0.5	0.0
20	19	0	0	3/4	4	1	III				g#	i		III		III							M	1	1	5, 9, 6		5	5	1	3	0.25	0.0625	0.9375	0.0625
20	19	1/2	1/2	3/4	4	1	V6				g#	i		V6		V		6					M	1	1	13, 10, 9		9	13	0	3	0.0	0.0	0.75	0.0
21	20	0	0	3/4	4	1	V65				g#	i		V65		V		65					Mm7	1	1	13, 10, 7, 9		9	13	1	4	0.2	0.0625	1.4375	0.041666666666666664
