mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/4	4/4	4	1	c.i					c	i		i		i							m	1	1	0, -3, 1		0.0	0.0	0	1	0.0	0.0	0.25	0.0
2	1	0	0	4/4	4	1	i[i	0.585368	-2.5	/		c	i	i	i		i							m	1	1	0, -3, 1		0.0	0.0	2	12	0.14285714285714285	0.0	3.0	0.0
2	1	3/4	3/4	4/4	4	1	#viio64(4)	-4.97563	-2.20732	/		c	i	i	#viio64(4)		#vii	o	64	4				o	1	1	-1, 5, -3		5.0	-1.0	1	3	0.25	0.125	0.625	0.16666666666666666
2	1	7/8	7/8	4/4	4	1	#viio64	0.146342	-2.35366	/		c	i	i	#viio64		#vii	o	64					o	1	1	-1, 5, 2		5.0	-1.0	1	1	0.5	0.125	0.125	0.5
3	2	0	0	4/4	4	1	#viio2	1.60976	-2.35366	/		c	i	i	#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5.0	-4.0	4	4	0.5	0.5	1.5	0.25
3	2	1/2	1/2	4/4	4	1	i6	0.585368	-2.35366	/		c	i	i	i6		i		6					m	1	1	-3, 1, 0		0.0	-3.0	0	8	0.0	0.0	1.5	0.0
4	3	0	0	4/4	4	1	iv6	0.585368	-2.5	/		c	i	i	iv6		iv		6					m	1	1	-4, 0, -1		-1.0	-4.0	2	12	0.14285714285714285	0.0	3.0	0.0
4	3	3/4	3/4	4/4	4	1	#iiio64(4)	1.02439	-2.5	/		c	i	i	#iiio64(4)		#iii	o	64	4				o	1	1	-2, 4, -4		4.0	-2.0	1	3	0.25	0.125	0.625	0.16666666666666666
4	3	7/8	7/8	4/4	4	1	#iiio64	0.585368	-2.5	/		c	i	i	#iiio64		#iii	o	64					o	1	1	-2, 4, 1		4.0	-2.0	1	1	0.5	0.125	0.125	0.5
5	4	0	0	4/4	4	1	#iiio2	0.585368	-2.5	/		c	i	i	#iiio2		#iii	o	2					o7	1	1	-5, 4, 1, -2		4.0	-5.0	4	4	0.5	0.5	1.5	0.25
5	4	1/2	1/2	4/4	4	1	iv6	0.585368	-2.5	/		c	i	i	iv6		iv		6					m	1	1	-4, 0, -1		-1.0	-4.0	1	11	0.08333333333333333	0.125	1.875	0.0625
6	5	1/4	1/4	4/4	4	1	iio6					c	i	i	iio6		ii	o	6					o	1	1	-1, -4, 2		2.0	-1.0	4	3	0.5714285714285714	0.5	1.5	0.25
6	5	3/4	3/4	4/4	4	1	i64					c	i	i	i64		i		64					m	1	1	1, 0, -3		0.0	1.0	0	5	0.0	0.0	1.0	0.0
7	6	0	0	4/4	4	1	#viio64					c	i	i	#viio64		#vii	o	64					o	1	1	-1, 5, 2		5.0	-1.0	1	3	0.25	0.125	0.375	0.25
7	6	1/8	1/8	4/4	4	1	#viio7					c	i	i	#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5.0	5.0	5	6	0.45454545454545453	0.625	1.875	0.25
7	6	3/4	3/4	4/4	4	1	i]					c	i	i	i		i							m	1	1	0, -3, 1		0.0	0.0	0	5	0.0	0.0	1.0	0.0
8	7	0	0	4/4	4	1	ii6(2)					c	i		ii6(2)		ii		6	2				m	1	1	-1, 3, -3		2.0	-1.0	1	3	0.25	0.125	0.375	0.25
8	7	1/8	1/8	4/4	4	1	ii6					c	i		ii6		ii		6					m	1	1	-1, 3, 2		2.0	-1.0	1	3	0.25	0.125	0.375	0.25
8	7	1/4	1/4	4/4	4	1	VI7					c	i		VI7		VI		7					Mm7	1	1	-4, 0, -3, -6		-4.0	-4.0	2	5	0.2857142857142857	0.25	1.0	0.2
8	7	1/2	1/2	4/4	4	1	#viio7					c	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5.0	5.0	6	0	1.0	0.75	0.0	1.0
8	7	3/4	3/4	4/4	4	1	V7					c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1.0	1.0	0	7	0.0	0.0	1.0	0.0
9	8	0	0	4/4	4	1	i6					c	i		i6		i		6					m	1	1	-3, 1, 0		0.0	-3.0	0	10	0.0	0.0	1.5	0.0
9	8	3/8	3/8	4/4	4	1	V65					c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1.0	5.0	0	4	0.0	0.0	0.5	0.0
9	8	1/2	1/2	4/4	4	1	i					c	i		i		i							m	1	1	0, -3, 1		0.0	0.0	0	14	0.0	0.0	1.875	0.0
10	9	0	0	4/4	4	1	V7	0	-3.98	/		c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1.0	1.0	0	4	0.0	0.0	0.5	0.0
10	9	1/8	1/8	4/4	4	1	#viio43	0	-3.97608	/		c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5.0	-1.0	0	17	0.0	0.0	2.5	0.0
10	9	3/4	3/4	4/4	4	1	i6	0	-3.98	/		c	i		i6		i		6					m	1	1	-3, 1, 0		0.0	-3.0	1	7	0.125	0.125	1.0	0.1111111111111111
11	10	1/8	1/8	4/4	4	1	V65	0.292684	-5.13416	/		c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1.0	5.0	0	17	0.0	0.0	2.5	0.0
11	10	3/4	3/4	4/4	4	1	i	0.292684	-4.84147	/		c	i		i		i							m	1	1	0, -3, 1		0.0	0.0	0	7	0.0	0.0	1.0	0.0
12	11	0	0	4/4	4	1	ii%65(2)	-0.146342	-7.03	/		c	i		ii%65(2)		ii	%	65	2				%7	1	1	-1, -4, 0, -3		2.0	-1.0	0	7	0.0	0.0	1.125	0.0
12	11	1/4	1/4	4/4	4	1	ii%65	0.146342	-7.02687	/		c	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2.0	-1.0	0	8	0.0	0.0	1.25	0.0
12	11	1/2	1/2	4/4	4	1	ii%43	0	-7.03	/		c	i		ii%43		ii	%	43					%7	1	1	-4, 0, 2, -1		2.0	-4.0	0	10	0.0	0.0	1.25	0.0
12	11	3/4	3/4	4/4	4	1	ii%65	-0.146342	-7.03	/		c	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2.0	-1.0	0	10	0.0	0.0	1.25	0.0
13	12	0	0	4/4	4	1	V65/V	0.146342	-5.5	/		c	i		V65/V		V		65		V			Mm7	1	1	6, 3, 0, 2		2.0	6.0	0	8	0.0	0.0	1.25	0.0
13	12	1/4	1/4	4/4	4	1	Ger6	0	-5.50384	/		c	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6.0	-4.0	0	7	0.0	0.0	2.0	0.0
13	12	1/2	1/2	4/4	4	1	V(64)	0	-5.5	/		c	i		V(64)		V			64				M	1	1	1, 0, -3		1.0	1.0	0	4	0.0	0.0	0.5	0.0
13	12	3/4	3/4	4/4	4	1	V7	-0.146342	-5.5	/		c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1.0	1.0	0	9	0.0	0.0	1.5	0.0
14	13	0	0	4/4	4	1	i\\	0	-3.96342	/		c	i		i		i						\\	m	1	1	0, -3, 1		0.0	0.0	0	7	0.0	0.0	1.75	0.0
14	13	1/2	1/2	4/4	4	1	V	0	-2.77805	/		c	i		V		V							M	1	1	1, 5, 2		1.0	1.0	0	6	0.0	0.0	1.5	0.0
15	14	0	0	4/4	4	1	i					c	i		i		i							m	1	1	0, -3, 1		0.0	0.0	0	6	0.0	0.0	1.5	0.0
15	14	1/4	1/4	4/4	4	1	V					c	i		V		V							M	1	1	1, 5, 2		1.0	1.0	0	6	0.0	0.0	1.5	0.0
15	14	1/2	1/2	4/4	4	1	i					c	i		i		i							m	1	1	0, -3, 1		0.0	0.0	0	9	0.0	0.0	2.25	0.0
16	15	0	0	4/4	4	1	V					c	i		V		V							M	1	1	1, 5, 2		1.0	1.0	0	6	0.0	0.0	1.5	0.0
16	15	1/2	1/2	4/4	4	1	i					c	i		i		i							m	1	1	0, -3, 1		0.0	0.0	0	6	0.0	0.0	1.5	0.0
17	16	0	0	4/4	4	1	V					c	i		V		V							M	1	1	1, 5, 2		1.0	1.0	0	6	0.0	0.0	1.5	0.0
17	16	1/4	1/4	4/4	4	1	i					c	i		i		i							m	1	1	0, -3, 1		0.0	0.0	0	6	0.0	0.0	1.5	0.0
17	16	1/2	1/2	4/4	4	1	V					c	i		V		V							M	1	1	1, 5, 2		1.0	1.0	0	9	0.0	0.0	2.25	0.0
18	17	0	0	4/4	4	1	i6	0.292684	-5.17	/		c	i		i6		i		6					m	1	1	-3, 1, 0		0.0	-3.0	0	6	0.0	0.0	1.75	0.0
18	17	1/2	1/2	4/4	4	1	#viio6	0.146342	-5.17	/		c	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5.0	2.0	2	4	0.3333333333333333	0.5	1.25	0.2857142857142857
19	18	0	0	4/4	4	1	i(4)	-4.194e-08	-5.17	/		c	i		i(4)		i			4				m	1	1	0, -1, 1		0.0	0.0	0	4	0.0	0.0	1.25	0.0
19	18	1/4	1/4	4/4	4	1	i	8.388e-08	-5.17	/		c	i		i		i							m	1	1	0, -3, 1		0.0	0.0	0	3	0.0	0.0	1.0	0.0
19	18	1/2	1/2	4/4	4	1	VII(4)	-0.146342	-5.17	/		c	i		VII(4)		VII			4				M	1	1	-2, -3, -1		-2.0	-2.0	0	3	0.0	0.0	1.0	0.0
19	18	3/4	3/4	4/4	4	1	viio6/VI	0.146342	-5.1695	/		c	i		viio6/VI		vii	o	6		VI			o	1	1	-2, -5, 1		1.0	-2.0	3	4	0.42857142857142855	1.25	0.875	0.5882352941176471
20	19	1/8	1/8	4/4	4	1	VI	-0.146342	-5.17	/		c	i		VI		VI							M	1	1	-4, 0, -3		-4.0	-4.0	2	7	0.2222222222222222	0.25	1.375	0.15384615384615385
20	19	3/4	3/4	4/4	4	1	It6	-0.292684	-4.54879	/		c	i		It6	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6.0	-4.0	1	4	0.2	0.125	0.875	0.125
21	20	0	0	4/4	4	1	V					c	i		V		V							M	1	1	1, 5, 2		1.0	1.0	2	28	0.06666666666666667	0.25	3.625	0.06451612903225806
22	21	1/8	1/8	4/4	4	1	V(64)	0	-2.64634	/		c	i		V(64)		V			64				M	1	1	1, 0, -3		1.0	1.0	4	24	0.14285714285714285	0.5	3.0	0.14285714285714285
23	22	0	0	4/4	4	1	V(9)					c	i		V(9)		V			9				M	1	1	1, 5, 2	-4	1.0	1.0	1	4	0.2	0.25	0.5	0.3333333333333333
23	22	1/4	1/4	4/4	4	1	V					c	i		V		V							M	1	1	1, 5, 2		1.0	1.0	2	22	0.08333333333333333	0.25	2.875	0.08
24	23	1/8	1/8	4/4	4	1	V(64)					c	i		V(64)		V			64				M	1	1	1, 0, -3		1.0	1.0	4	24	0.14285714285714285	0.5	3.0	0.14285714285714285
25	24	0	0	4/4	4	1	V(9)	-0.1076	-3.49852	/		c	i		V(9)		V			9				M	1	1	1, 5, 2	-4	1.0	1.0	1	1	0.5	0.125	0.25	0.3333333333333333
25	24	1/8	1/8	4/4	4	1	V	-0.215199	-3.4684	/		c	i		V		V							M	1	1	1, 5, 2		1.0	1.0	0	4	0.0	0.0	0.5	0.0
25	24	1/4	1/4	4/4	4	1	i	-0.215199	-3.6836	/		c	i		i		i							m	1	1	0, -3, 1		0.0	0.0	2	8	0.2	0.125	1.0625	0.10526315789473684
25	24	1/2	1/2	4/4	4	1	V(9)	-0.1076	-3.8988	/		c	i		V(9)		V			9				M	1	1	1, 5, 2	-4	1.0	1.0	1	1	0.5	0.125	0.25	0.3333333333333333
25	24	5/8	5/8	4/4	4	1	V	0	-3.7912	/		c	i		V		V							M	1	1	1, 5, 2		1.0	1.0	0	4	0.0	0.0	0.5	0.0
25	24	3/4	3/4	4/4	4	1	i	0	-3.6836	/		c	i		i		i							m	1	1	0, -3, 1		0.0	0.0	2	8	0.2	0.125	1.0625	0.10526315789473684
