mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	4	1	Bb.I	-0.306095	-2.95914	/		Bb	I		I		I							M	0	0	-2, 2, -1		-2.0	-2.0	0	12	0.0	0.0	2.25	0.0
2	2	1/4	1/4	2/4	4	1	I6					Bb	I		I6		I		6					M	0	0	2, -1, -2		-2.0	2.0	0	2	0.0	0.0	0.4375	0.0
2	2	15/32	15/32	2/4	4	1	V					Bb	I		V		V							M	0	0	-1, 3, 0		-1.0	-1.0	0	2	0.0	0.0	0.0625	0.0
3	3	0	0	2/4	4	1	I					Bb	I		I		I							M	0	0	-2, 2, -1		-2.0	-2.0	6	26	0.1875	0.0625	5.1875	0.011904761904761904
6	6	1/4	1/4	2/4	4	1	I6					Bb	I		I6		I		6					M	0	0	2, -1, -2		-2.0	2.0	0	2	0.0	0.0	0.4375	0.0
6	6	15/32	15/32	2/4	4	1	V					Bb	I		V		V							M	0	0	-1, 3, 0		-1.0	-1.0	0	2	0.0	0.0	0.0625	0.0
7	7	0	0	2/4	4	1	I	-0.49337	-2.40133	/		Bb	I		I		I							M	0	0	-2, 2, -1		-2.0	-2.0	2	9	0.18181818181818182	0.0625	1.4375	0.041666666666666664
8	8	0	0	2/4	4	1	iii64	-4.44033	-2.6	/	V6(6)	Bb	I		iii64		iii		64					m	0	0	3, 2, -1		2.0	3.0	4	5	0.4444444444444444	0.0	1.25	0.0
8	8	1/4	1/4	2/4	4	1	V6					Bb	I		V6		V		6					M	0	0	3, 0, -1		-1.0	3.0	0	1	0.0	0.0	0.25	0.0
9	9	0	0	2/4	4	1	#viio2/ii					Bb	I		#viio2/ii		#vii	o	2		ii			o7	0	0	-4, 5, 2, -1		5.0	-4.0	0	12	0.0	0.0	2.0	0.0
10	10	0	0	2/4	4	1	V7/ii					Bb	I		V7/ii		V		7		ii			Mm7	0	0	1, 5, 2, -1		1.0	1.0	0	4	0.0	0.0	1.25	0.0
10	10	1/4	1/4	2/4	4	1	V7(9)/ii	-0.585368	-2.5	/		Bb	I		V7(9)/ii		V		7	9	ii			Mm7	0	0	1, 5, 2, -1	-4	1.0	1.0	0	3	0.0	0.0	0.65625	0.0
