mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	4	1	f.viio7/V					f	i		viio7/V	vii	o	7		V			o7	1	1	5, 2, -1, -4		5.0	5.0	0	8	0.0	0.0	0.75	0.0
1	1	1/4	1/4	3/4	4	1	i64					f	i		i64	i		64					m	1	1	0, -1, -4		-1.0	0.0	0	4	0.0	0.0	1.0	0.0
1	1	1/2	1/2	3/4	4	1	viio65/V					f	i		viio65/V	vii	o	65		V			o7	1	1	2, -1, -4, 5		5.0	2.0	0	12	0.0	0.0	1.25	0.0
3	3	1/4	1/4	3/4	4	1	v6					f	i		v6	v		6					m	1	1	-3, 1, 0		0.0	-3.0	0	4	0.0	0.0	1.0	0.0
3	3	1/2	1/2	3/4	4	1	viio43/V					f	i		viio43/V	vii	o	43		V			o7	1	1	-1, -4, 5, 2		5.0	-1.0	0	6	0.0	0.0	0.6875	0.0
5	5	1/4	1/4	3/4	4	1	v.V65					f	v		V65	V		65					Mm7	1	1	5, 2, -1, 1		1.0	5.0	0	7	0.0	0.0	2.375	0.0
6	6	0	0	3/4	4	1	i					f	v		i	i							m	1	1	0, -3, 1		0.0	0.0	0	2	0.0	0.0	0.1875	0.0
6	6	1/4	1/4	3/4	4	1	i(9)					f	v		i(9)	i			9				m	1	1	0, -3, 1	2	0.0	0.0	0	5	0.0	0.0	1.875	0.0
6	6	5/8	5/8	3/4	4	1	i					f	v		i	i							m	1	1	0, -3, 1		0.0	0.0	0	1	0.0	0.0	0.125	0.0
7	7	0	0	3/4	4	1	iv(4)					f	v		iv(4)	iv			4				m	1	1	-1, -2, 0		-1.0	-1.0	0	4	0.0	0.0	0.625	0.0
7	7	3/16	3/16	3/4	4	1	iv					f	v		iv	iv							m	1	1	-1, -4, 0		-1.0	-1.0	0	1	0.0	0.0	0.0625	0.0
7	7	1/4	1/4	3/4	4	1	iv(9)					f	v		iv(9)	iv			9				m	1	1	-1, -4, 0	1	-1.0	-1.0	0	4	0.0	0.0	0.75	0.0
7	7	7/16	7/16	3/4	4	1	iv					f	v		iv	iv							m	1	1	-1, -4, 0		-1.0	-1.0	0	1	0.0	0.0	0.0625	0.0
7	7	1/2	1/2	3/4	4	1	V(6)					f	v		V(6)	V			6				M	1	1	1, 5, -3		1.0	1.0	0	1	0.0	0.0	0.125	0.0
7	7	5/8	5/8	3/4	4	1	V					f	v		V	V							M	1	1	1, 5, 2		1.0	1.0	0	4	0.0	0.0	0.4375	0.0
8	8	0	0	3/4	4	1	i2					f	v		i2	i		2					mm7	1	1	-2, 0, -3, 1		0.0	-2.0	3	6	0.3333333333333333	0.1875	1.125	0.14285714285714285
9	9	0	0	3/4	4	1	i.V					f	i		V	V							M	1	1	0, 4, 1		0.0	0.0	1	3	0.25	0.0625	0.3125	0.16666666666666666
9	9	1/4	1/4	3/4	4	1	i6					f	i		i6	i		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	2	0.0	0.0	0.5	0.0
9	9	1/2	1/2	3/4	4	1	iio6					f	i		iio6	ii	o	6					o	1	1	-2, -5, 1		1.0	-2.0	0	6	0.0	0.0	0.625	0.0
10	10	1/4	1/4	3/4	4	1	i6					f	i		i6	i		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	2	0.0	0.0	0.5	0.0
10	10	1/2	1/2	3/4	4	1	V64					f	i		V64	V		64					M	1	1	1, 0, 4		0.0	1.0	0	2	0.0	0.0	0.25	0.0
11	11	0	0	3/4	4	1	V6					f	i		V6	V		6					M	1	1	4, 1, 0		0.0	4.0	0	4	0.0	0.0	0.375	0.0
11	11	1/4	1/4	3/4	4	1	i					f	i		i	i							m	1	1	-1, -4, 0		-1.0	-1.0	0	2	0.0	0.0	0.5	0.0
11	11	1/2	1/2	3/4	4	1	iio					f	i		iio	ii	o						o	1	1	1, -2, -5		1.0	1.0	0	6	0.0	0.0	0.75	0.0
12	12	1/4	1/4	3/4	4	1	i6	0.0888065	-3.91206	/		f	i		i6	i		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	2	0.0	0.0	0.5	0.0
12	12	1/2	1/2	3/4	4	1	iio	0.106316	-3.71974	/		f	i		iio	ii	o						o	1	1	1, -2, -5		1.0	1.0	0	4	0.0	0.0	0.4375	0.0
13	13	1/4	1/4	3/4	4	1	V6					f	i		V6	V		6					M	1	1	4, 1, 0		0.0	4.0	0	5	0.0	0.0	1.875	0.0
13	13	5/8	5/8	3/4	4	1	V65					f	i		V65	V		65					Mm7	1	1	4, 1, -2, 0		0.0	4.0	0	1	0.0	0.0	0.125	0.0
14	14	0	0	3/4	4	1	i6					f	i		i6	i		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	2	0.0	0.0	0.1875	0.0
14	14	1/4	1/4	3/4	4	1	i(9)					f	i		i(9)	i			9				m	1	1	-1, -4, 0	1	-1.0	-1.0	0	4	0.0	0.0	1.5	0.0
14	14	5/8	5/8	3/4	4	1	i					f	i		i	i							m	1	1	-1, -4, 0		-1.0	-1.0	0	1	0.0	0.0	0.125	0.0
15	15	0	0	3/4	4	1	iv(4)					f	i		iv(4)	iv			4				m	1	1	-2, -3, -1		-2.0	-2.0	0	2	0.0	0.0	0.375	0.0
15	15	1/8	1/8	3/4	4	1	iv					f	i		iv	iv							m	1	1	-2, -5, -1		-2.0	-2.0	0	3	0.0	0.0	0.3125	0.0
15	15	1/4	1/4	3/4	4	1	iv(9)					f	i		iv(9)	iv			9				m	1	1	-2, -5, -1	0	-2.0	-2.0	0	2	0.0	0.0	0.5	0.0
15	15	3/8	3/8	3/4	4	1	iv					f	i		iv	iv							m	1	1	-2, -5, -1		-2.0	-2.0	0	3	0.0	0.0	0.3125	0.0
15	15	1/2	1/2	3/4	4	1	V(6)					f	i		V(6)	V			6				M	1	1	0, 4, -4		0.0	0.0	0	1	0.0	0.0	0.125	0.0
15	15	5/8	5/8	3/4	4	1	V					f	i		V	V							M	1	1	0, 4, 1		0.0	0.0	0	4	0.0	0.0	0.4375	0.0
16	16	0	0	3/4	4	1	VI(2)					f	i		VI(2)	VI			2				M	1	1	-3, -1, -4		-5.0	-3.0	0	4	0.0	0.0	0.625	0.0
16	16	3/16	3/16	3/4	4	1	VI					f	i		VI	VI							M	1	1	-5, -1, -4		-5.0	-5.0	0	3	0.0	0.0	0.1875	0.0
16	16	1/4	1/4	3/4	4	1	i64					f	i		i64	i		64					m	1	1	0, -1, -4		-1.0	0.0	0	3	0.0	0.0	0.375	0.0
16	16	7/16	7/16	3/4	4	1	V2					f	i		V2	V		2					Mm7	1	1	-2, 0, 4, 1		0.0	-2.0	0	4	0.0	0.0	0.25	0.0
16	16	1/2	1/2	3/4	4	1	i6					f	i		i6	i		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	4	0.0	0.0	0.5	0.0
16	16	11/16	11/16	3/4	4	1	V43					f	i		V43	V		43					Mm7	1	1	1, -2, 0, 4		0.0	1.0	0	4	0.0	0.0	0.25	0.0
17	17	0	0	3/4	4	1	i[i64	0.585368	-3.47561	/		f	i	i	i64	i		64					m	1	1	0, -1, -4		-1.0	0.0	0	6	0.0	0.0	0.875	0.0
