"chord"	"altchord"	"measure"	"beat"	"totbeat"	"timesig"	"op"	"no"	"mov"	"length"	"global_key"	"local_key"	"pedal"	"numeral"	"form"	"figbass"	"changes"	"relativeroot"	"phraseend"
".G.I"	""	"1"	"1.0"	"1.0"	"2/4"	"18"	"2"	"1"	4.0	"G"	"I"	""	"I"	""	""	""	""	false
"V7"	""	"3"	"1.0"	"5.0"	"2/4"	"18"	"2"	"1"	2.0	"G"	"I"	""	"V"	""	"7"	""	""	false
"V7\\\\"	""	"4"	"1.0"	"7.0"	"2/4"	"18"	"2"	"1"	2.0	"G"	"I"	""	"V"	""	"7"	""	""	true
"I"	""	"5"	"1.0"	"9.0"	"2/4"	"18"	"2"	"1"	0.5	"G"	"I"	""	"I"	""	""	""	""	false
"vi"	""	"5"	"1.5"	"9.5"	"2/4"	"18"	"2"	"1"	0.5	"G"	"I"	""	"vi"	""	""	""	""	false
"ii65"	""	"5"	"2.0"	"10.0"	"2/4"	"18"	"2"	"1"	0.5	"G"	"I"	""	"ii"	""	"65"	""	""	false
"V7"	""	"5"	"2.5"	"10.5"	"2/4"	"18"	"2"	"1"	0.5	"G"	"I"	""	"V"	""	"7"	""	""	false
"I6"	""	"6"	"1.0"	"11.0"	"2/4"	"18"	"2"	"1"	0.5	"G"	"I"	""	"I"	""	"6"	""	""	false
"I"	""	"6"	"1.5"	"11.5"	"2/4"	"18"	"2"	"1"	2.0	"G"	"I"	""	"I"	""	""	""	""	false
"vi"	""	"7"	"1.5"	"13.5"	"2/4"	"18"	"2"	"1"	0.5	"G"	"I"	""	"vi"	""	""	""	""	false
"ii65"	""	"7"	"2.0"	"14.0"	"2/4"	"18"	"2"	"1"	0.5	"G"	"I"	""	"ii"	""	"65"	""	""	false
"V7"	""	"7"	"2.5"	"14.5"	"2/4"	"18"	"2"	"1"	0.5	"G"	"I"	""	"V"	""	"7"	""	""	false
"I\\\\"	""	"8"	"1.0"	"15.0"	"2/4"	"18"	"2"	"1"	2.0	"G"	"I"	""	"I"	""	""	""	""	true
"I"	""	"9"	"1.0"	"17.0"	"2/4"	"18"	"2"	"1"	2.0	"G"	"I"	""	"I"	""	""	""	""	false
"V43"	""	"10"	"1.0"	"19.0"	"2/4"	"18"	"2"	"1"	2.0	"G"	"I"	""	"V"	""	"43"	""	""	false
"I6"	""	"11"	"1.0"	"21.0"	"2/4"	"18"	"2"	"1"	1.0	"G"	"I"	""	"I"	""	"6"	""	""	false
"I"	""	"11"	"2.0"	"22.0"	"2/4"	"18"	"2"	"1"	1.0	"G"	"I"	""	"I"	""	""	""	""	false
"V\\\\"	""	"12"	"1.0"	"23.0"	"2/4"	"18"	"2"	"1"	2.0	"G"	"I"	""	"V"	""	""	""	""	true
"I"	""	"13"	"1.0"	"25.0"	"2/4"	"18"	"2"	"1"	2.0	"G"	"I"	""	"I"	""	""	""	""	false
"V43"	""	"14"	"1.0"	"27.0"	"2/4"	"18"	"2"	"1"	2.0	"G"	"I"	""	"V"	""	"43"	""	""	false
"I6"	""	"15"	"1.0"	"29.0"	"2/4"	"18"	"2"	"1"	1.0	"G"	"I"	""	"I"	""	"6"	""	""	false
"I"	""	"15"	"2.0"	"30.0"	"2/4"	"18"	"2"	"1"	1.0	"G"	"I"	""	"I"	""	""	""	""	false
"V"	""	"16"	"1.0"	"31.0"	"2/4"	"18"	"2"	"1"	2.0	"G"	"I"	""	"V"	""	""	""	""	false
"IV6"	""	"17"	"1.0"	"33.0"	"2/4"	"18"	"2"	"1"	1.0	"G"	"I"	""	"IV"	""	"6"	""	""	false
"iv6"	""	"17"	"2.0"	"34.0"	"2/4"	"18"	"2"	"1"	1.0	"G"	"I"	""	"iv"	""	"6"	""	""	false
"V7"	""	"18"	"1.0"	"35.0"	"2/4"	"18"	"2"	"1"	1.5	"G"	"I"	""	"V"	""	"7"	""	""	false
"V65"	""	"18"	"2.5"	"36.5"	"2/4"	"18"	"2"	"1"	0.5	"G"	"I"	""	"V"	""	"65"	""	""	false
"I"	""	"19"	"1.0"	"37.0"	"2/4"	"18"	"2"	"1"	0.875	"G"	"I"	""	"I"	""	""	""	""	false
"vi"	""	"19"	"1.875"	"37.875"	"2/4"	"18"	"2"	"1"	0.125	"G"	"I"	""	"vi"	""	""	""	""	false
"ii65"	""	"19"	"2.0"	"38.0"	"2/4"	"18"	"2"	"1"	0.875	"G"	"I"	""	"ii"	""	"65"	""	""	false
"V7"	""	"19"	"2.875"	"38.875"	"2/4"	"18"	"2"	"1"	0.125	"G"	"I"	""	"V"	""	"7"	""	""	false
