mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
1	1	0	0	0.0		0	0	Tempo	2/2	1	1	0								Presto	160.0	1.0			
1	1	0	0	0.0		0	0	Dynamic	2/2	1	1	0					pp								
1	1	0	0	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	0							0		
1	1	1	1	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1							0		
1	1	3/2	3/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2									
1	1	2	2	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	3		articStaccatoBelow							
1	1	0	0	0.0		0	0	Dynamic	2/2	2	1	0					pp								
1	1	0	0	3.0		0	0	Chord	2/2	2	1	3/4		1/2	3/2	4							1		
1	1	3	3	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	5							1		
1	1	7/2	7/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	6									
1	1	0	0	0.0		0	0	Dynamic	2/2	3	1	0					pp								
1	1	2	2	2.0		1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	7									
1	1	0	0	0.0		0	0	Dynamic	2/2	4	1	0					pp								
1	1	0	0	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	8		articStaccatoBelow							
1	1	1	1	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	9		articStaccatoAbove							
1	1	3	3	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	10		articStaccatoBelow							
2	2	4	4	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	11							2		
2	2	5	5	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	12							2		
2	2	11/2	11/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	13									
2	2	6	6	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	14		articStaccatoBelow							
2	2	4	4	3.0		0	0	Chord	2/2	2	1	3/4		1/2	3/2	15							3		
2	2	7	7	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	16							3		
2	2	15/2	15/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	17									
2	2	4	4	2.0		0	0	Chord	2/2	3	1	1/2		1/2	1	18							4		
2	2	6	6	2.0		1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	19									
2	2	4	4	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	20		articStaccatoAbove							
2	2	5	5	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	21		articStaccatoBelow							
2	2	7	7	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	22		articStaccatoBelow							
3	3	8	8	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	23							5		
3	3	9	9	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	24							5		
3	3	19/2	19/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	25									
3	3	10	10	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	26		articStaccatoBelow							
3	3	11	11	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	27		articStaccatoBelow							
3	3	8	8	3.0		0	0	Chord	2/2	2	1	3/4		1/2	3/2	28							6		
3	3	11	11	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	29							6		
3	3	23/2	23/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	30									
3	3	8	8	2.0		0	0	Chord	2/2	3	1	1/2		1/2	1	31							7		
3	3	10	10	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	32		articStaccatoBelow							
3	3	11	11	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	33		articStaccatoBelow							
3	3	8	8	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	34									
3	3	9	9	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	35									
3	3	10	10	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	36									
3	3	11	11	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	37									
4	4	12	12	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	38									
4	4	12	12	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	39									
4	4	12	12	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	40									
4	4	12	12	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	41									
5	5	16	16	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	42							8		
5	5	17	17	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	43							8		
5	5	35/2	35/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	44							8		
5	5	18	18	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	45		articStaccatoBelow							
5	5	16	16	3.0		0	0	Chord	2/2	2	1	3/4		1/2	3/2	46							9		
5	5	19	19	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	47							9		
5	5	39/2	39/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	48									
5	5	18	18	2.0		1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	49									
5	5	16	16	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	50									
5	5	17	17	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	51									
5	5	19	19	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	52									
6	6	20	20	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	53									
6	6	21	21	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	54									
6	6	43/2	43/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	55									
6	6	22	22	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	56		articStaccatoBelow							
6	6	20	20	3.0		0	0	Chord	2/2	2	1	3/4		1/2	3/2	57							10		
6	6	23	23	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	58							10		
6	6	47/2	47/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	59									
6	6	20	20	2.0		0	0	Chord	2/2	3	1	1/2		1/2	1	60							11		
6	6	22	22	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	61									
6	6	23	23	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	62									
6	6	20	20	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	63									
6	6	21	21	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	64									
6	6	23	23	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	65									
7	7	24	24	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	66									
7	7	25	25	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	67									
7	7	51/2	51/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	68									
7	7	26	26	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	69		articStaccatoBelow							
7	7	27	27	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	70		articStaccatoBelow							
7	7	24	24	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	71		articStaccatoBelow							
7	7	25	25	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	72		articStaccatoBelow							
7	7	26	26	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	73		articStaccatoBelow							
7	7	27	27	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	74		articStaccatoBelow							
7	7	24	24	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	75		articStaccatoBelow							
7	7	25	25	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	76		articStaccatoBelow							
7	7	26	26	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	77		articStaccatoBelow							
7	7	27	27	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	78		articStaccatoBelow							
7	7	24	24	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	79									
7	7	25	25	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	80									
