mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2.5	0	0	4/4	4	1	f.i	f	i		i		i							m	1	1	0, -3, 1		0	0
1	1	5/2	5/2	1.5	5/8	5/8	4/4	4	1	V	f	i		V		V							M	1	1	1, 5, 2		1	1
2	2	4	4	4.0	0	0	4/4	4	1	i	f	i		i		i							m	1	1	0, -3, 1		0	0
3	3	8	8	2.0	0	0	4/4	4	1	V[V6	f	i	V	V6		V		6					M	1	1	5, 2, 1		1	5
3	3	10	10	2.0	1/2	1/2	4/4	4	1	i	f	i	V	i		i							m	1	1	0, -3, 1		0	0
4	4	12	12	1.0	0	0	4/4	4	1	V6]	f	i	V	V6		V		6					M	1	1	5, 2, 1		1	5
4	4	13	13	1.0	1/4	1/4	4/4	4	1	i	f	i		i		i							m	1	1	0, -3, 1		0	0
4	4	14	14	1.0	1/2	1/2	4/4	4	1	V	f	i		V		V							M	1	1	1, 5, 2		1	1
4	4	15	15	1.0	3/4	3/4	4/4	4	1	i	f	i		i		i							m	1	1	0, -3, 1		0	0
5	5	16	16	4.0	0	0	4/4	4	1	V	f	i		V		V							M	1	1	1, 5, 2		1	1
6	6	20	20	8.0	0	0	4/4	4	1	bII	f	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
8	8	28	28	4.0	0	0	4/4	4	1	viio2/V	f	i		viio2/V		vii	o	2		V			o7	1	1	-3, 6, 3, 0		6	-3
9	9	32	32	2.0	0	0	4/4	4	1	V43(2)	f	i		V43(2)		V		43	2				Mm7	1	1	2, -1, -4, 5		1	2
9	9	34	34	2.0	1/2	1/2	4/4	4	1	V43	f	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
10	10	36	36	4.0	0	0	4/4	4	1	V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
11	11	40	40	2.0	0	0	4/4	4	1	V7(94)	f	i		V7(94)		V		7	94				Mm7	1	1	1, 0, 2, -1	-4	1	1
11	11	42	42	6.0	1/2	1/2	4/4	4	1	V7(9)	f	i		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
13	13	48	48	4.0	0	0	4/4	4	1	V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
14	14	52	52	2.0	0	0	4/4	4	1	i	f	i		i		i							m	1	1	0, -3, 1		0	0
14	14	54	54	1.0	1/2	1/2	4/4	4	1	vii%65	f	i		vii%65		vii	%	65					%7	1	1	-5, -8, -4, -2		-2	-5
14	14	55	55	1.0	3/4	3/4	4/4	4	1	i	f	i		i		i							m	1	1	0, -3, 1		0	0
15	15	56	56	4.0	0	0	4/4	4	1	V	f	i		V		V							M	1	1	1, 5, 2		1	1
16	16	60	60	2.0	0	0	4/4	4	1	VI	f	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
16	16	62	62	1.0	1/2	1/2	4/4	4	1	VI(#4)	f	i		VI(#4)		VI			#4				M	1	1	-4, 0, 9		-4	-4
16	16	63	63	1.0	3/4	3/4	4/4	4	1	VI	f	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
17	17	64	64	1.0	0	0	4/4	4	1	V/V	f	i		V/V		V				V			M	1	1	2, 6, 3		2	2
17	17	65	65	1.0	1/4	1/4	4/4	4	1	V7/V	f	i		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
17	17	66	66	2.0	1/2	1/2	4/4	4	1	V	f	i		V		V							M	1	1	1, 5, 2		1	1
18	18	68	68	1.0	0	0	4/4	4	1	i\\	f	i		i		i						\\	m	1	1	0, -3, 1		0	0
18	18	69	69	1.5	1/4	1/4	4/4	4	1	i	f	i		i		i							m	1	1	0, -3, 1		0	0
18	18	141/2	141/2	1.5	5/8	5/8	4/4	4	1	V	f	i		V		V							M	1	1	1, 5, 2		1	1
19	19	72	72	2.0	0	0	4/4	4	1	i	f	i		i		i							m	1	1	0, -3, 1		0	0
19	19	74	74	2.0	1/2	1/2	4/4	4	1	bII	f	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
20	20	76	76	4.0	0	0	4/4	4	1	@none	f	i		@none		@none							m	1	1				
21	21	80	80	0.5	0	0	4/4	4	1	V	f	i		V		V							M	1	1	1, 5, 2		1	1
21	21	161/2	161/2	1.5	1/8	1/8	4/4	4	1	V6/VI	f	i		V6/VI		V		6		VI			M	1	1	1, -2, -3		-3	1
21	21	82	82	1.0	1/2	1/2	4/4	4	1	VI.V	f	VI		V		V							M	1	0	1, 5, 2		1	1
21	21	83	83	1.0	3/4	3/4	4/4	4	1	viio	f	VI		viio		vii	o						o	1	0	5, 2, -1		5	5
22	22	84	84	1.0	0	0	4/4	4	1	I	f	VI		I		I							M	1	0	0, 4, 1		0	0
22	22	85	85	0.5	1/4	1/4	4/4	4	1	ii7	f	VI		ii7		ii		7					mm7	1	0	2, -1, 3, 0		2	2
22	22	171/2	171/2	0.5	3/8	3/8	4/4	4	1	I6	f	VI		I6		I		6					M	1	0	4, 1, 0		0	4
22	22	86	86	1.0	1/2	1/2	4/4	4	1	IV	f	VI		IV		IV							M	1	0	-1, 3, 0		-1	-1
22	22	87	87	2.0	3/4	3/4	4/4	4	1	ii65	f	VI		ii65		ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
23	23	89	89	1.0	1/4	1/4	4/4	4	1	V(4)	f	VI		V(4)		V			4				M	1	0	1, 0, 2		1	1
23	23	90	90	1.0	1/2	1/2	4/4	4	1	Fr6	f	VI		Fr6	Fr	V		43	b5	V			Fr	1	0	-4, 0, 2, 6		2	-4
23	23	91	91	1.0	3/4	3/4	4/4	4	1	V	f	VI		V		V							M	1	0	1, 5, 2		1	1
24	24	92	92	4.0	0	0	4/4	4	1	I64	f	VI		I64		I		64					M	1	0	1, 0, 4		0	1
25	25	96	96	3.0	0	0	4/4	4	1	V43	f	VI		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
25	25	99	99	1.0	3/4	3/4	4/4	4	1	V65	f	VI		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
26	26	100	100	4.0	0	0	4/4	4	1	I	f	VI		I		I							M	1	0	0, 4, 1		0	0
27	27	104	104	4.0	0	0	4/4	4	1	V43	f	VI		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
28	28	108	108	4.0	0	0	4/4	4	1	I6	f	VI		I6		I		6					M	1	0	4, 1, 0		0	4
29	29	112	112	3.0	0	0	4/4	4	1	V2	f	VI		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
29	29	115	115	1.0	3/4	3/4	4/4	4	1	V65	f	VI		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
30	30	116	116	2.0	0	0	4/4	4	1	I	f	VI		I		I							M	1	0	0, 4, 1		0	0
30	30	118	118	2.0	1/2	1/2	4/4	4	1	I6	f	VI		I6		I		6					M	1	0	4, 1, 0		0	4
31	31	120	120	1.3333333333333286	0	0	4/4	4	1	IV(9)	f	VI		IV(9)		IV			9				M	1	0	-1, 3, 0	1	-1	-1
31	31	364/3	364/3	0.6666666666666714	1/3	1/3	4/4	4	1	IV	f	VI		IV		IV							M	1	0	-1, 3, 0		-1	-1
