mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	2.0	0	0	2/2	4	1	C.I	C	I		I		I							M	0	0	0, 4, 1		0	0
1	0	2	2.0	1/2	1/2	2/2	4	1	V	C	I		V		V							M	0	0	1, 5, 2		1	1
2	1	4	4.0	0	0	2/2	4	1	V43	C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
3	2	8	4.0	0	0	2/2	4	1	I	C	I		I		I							M	0	0	0, 4, 1		0	0
4	3	12	4.0	0	0	2/2	4	1	V43	C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
5	4	16	4.0	0	0	2/2	4	1	I	C	I		I		I							M	0	0	0, 4, 1		0	0
6	5	20	2.0	0	0	2/2	4	1	IV	C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
6	5	22	2.0	1/2	1/2	2/2	4	1	V	C	I		V		V							M	0	0	1, 5, 2		1	1
7	6	24	2.0	0	0	2/2	4	1	I	C	I		I		I							M	0	0	0, 4, 1		0	0
7	6	26	2.0	1/2	1/2	2/2	4	1	I6	C	I		I6		I		6					M	0	0	4, 1, 0		0	4
8	7	28	2.0	0	0	2/2	4	1	IV	C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
8	7	30	2.0	1/2	1/2	2/2	4	1	V	C	I		V		V							M	0	0	1, 5, 2		1	1
9	8	32	2.0	0	0	2/2	4	1	I\\	C	I		I		I						\\	M	0	0	0, 4, 1		0	0
9	8	34	2.0	1/2	1/2	2/2	4	1	vi	C	I		vi		vi							m	0	0	3, 0, 4		3	3
10	9	36	2.0	0	0	2/2	4	1	V65/V	C	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
10	9	38	2.0	1/2	1/2	2/2	4	1	V7/V	C	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
11	10	40	4.0	0	0	2/2	4	1	V.I	C	V		I		I							M	0	0	0, 4, 1		0	0
12	11	44	4.0	0	0	2/2	4	1	V65	C	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
13	12	48	1.0	0	0	2/2	4	1	I	C	V		I		I							M	0	0	0, 4, 1		0	0
13	12	49	1.0	1/4	1/4	2/2	4	1	IV	C	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
13	12	50	1.0	1/2	1/2	2/2	4	1	I	C	V		I		I							M	0	0	0, 4, 1		0	0
13	12	51	1.0	3/4	3/4	2/2	4	1	vi	C	V		vi		vi							m	0	0	3, 0, 4		3	3
14	13	52	4.0	0	0	2/2	4	1	V43	C	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
15	14	56	2.0	0	0	2/2	4	1	I	C	V		I		I							M	0	0	0, 4, 1		0	0
15	14	58	2.0	1/2	1/2	2/2	4	1	I6	C	V		I6		I		6					M	0	0	4, 1, 0		0	4
16	15	60	1.0	0	0	2/2	4	1	IV	C	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
16	15	61	1.0	1/4	1/4	2/2	4	1	ii	C	V		ii		ii							m	0	0	2, -1, 3		2	2
16	15	62	1.0	1/2	1/2	2/2	4	1	V	C	V		V		V							M	0	0	1, 5, 2		1	1
16	15	63	1.0	3/4	3/4	2/2	4	1	iii	C	V		iii		iii							m	0	0	4, 1, 5		4	4
17	16	64	4.0	0	0	2/2	4	1	I.V6	C	I		V6		V		6					M	0	0	5, 2, 1		1	5
18	17	68	2.0	0	0	2/2	4	1	V(64)	C	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
18	17	70	2.0	1/2	1/2	2/2	4	1	V(6#4)	C	I		V(6#4)		V			6#4				M	0	0	1, 5, 7, 4		1	1
19	18	72	4.0	0	0	2/2	4	1	V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
20	19	76	4.0	0	0	2/2	4	1	V	C	I		V		V							M	0	0	1, 5, 2		1	1
21	20	80	2.0	0	0	2/2	4	1	V(64)	C	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
21	20	82	2.0	1/2	1/2	2/2	4	1	V2/ii	C	I		V2/ii		V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
22	21	84	2.0	0	0	2/2	4	1	ii6	C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
22	21	86	2.0	1/2	1/2	2/2	4	1	V2	C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
23	22	88	2.0	0	0	2/2	4	1	I6	C	I		I6		I		6					M	0	0	4, 1, 0		0	4
23	22	90	2.0	1/2	1/2	2/2	4	1	V2/ii	C	I		V2/ii		V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
24	23	92	2.0	0	0	2/2	4	1	ii6	C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
24	23	94	2.0	1/2	1/2	2/2	4	1	V2	C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
25	24	96	2.0	0	0	2/2	4	1	I6	C	I		I6		I		6					M	0	0	4, 1, 0		0	4
25	24	98	2.0	1/2	1/2	2/2	4	1	V65/IV	C	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
26	25	100	2.0	0	0	2/2	4	1	IV	C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
26	25	102	2.0	1/2	1/2	2/2	4	1	V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
27	26	104	2.0	0	0	2/2	4	1	I	C	I		I		I							M	0	0	0, 4, 1		0	0
