mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
55	54	161	161	1.0	1/4	1/4	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
55	54	162	162	1.0	1/2	1/2	3/4	4	1		V65		F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
56	55	163	163	1.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
56	55	164	164	1.0	1/4	1/4	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
56	55	165	165	1.0	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
57	56	166	166	1.0	0	0	3/4	4	1		IVM7		F	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
57	56	167	167	1.0	1/4	1/4	3/4	4	1		IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
57	56	168	168	1.0	1/2	1/2	3/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
58	57	169	169	1.0	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
58	57	170	170	2.0	1/4	1/4	3/4	4	1		V(64)		F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
59	58	172	172	1.0	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
59	58	173	173	1.0	1/4	1/4	3/4	4	1		V(64)		F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
59	58	174	174	1.0	1/2	1/2	3/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
60	59	175	175	1.0	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
60	59	176	176	1.0	1/4	1/4	3/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
60	59	177	177	1.0	1/2	1/2	3/4	4	1		viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
61	60	178	178	1.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
61	60	179	179	1.0	1/4	1/4	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
61	60	180	180	1.0	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
62	61	181	181	1.0	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
62	61	182	182	1.0	1/4	1/4	3/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
62	61	183	183	1.0	1/2	1/2	3/4	4	1		viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
63	62	184	184	1.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
63	62	185	185	1.0	1/4	1/4	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
63	62	186	186	1.0	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
64	63	187	187	1.0	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
64	63	188	188	1.0	1/4	1/4	3/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
64	63	189	189	1.0	1/2	1/2	3/4	4	1		viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
65	64	190	190	1.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
65	64	191	191	1.0	1/4	1/4	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
65	64	192	192	1.0	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
66	65	193	193	1.0	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	65	194	194	1.0	1/4	1/4	3/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
66	65	195	195	1.0	1/2	1/2	3/4	4	1		viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
67	66		196		0	0	3/4	4	1	1	I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
67	66		197		1/4	1/4	3/4	4	1	1	V2/IV		F	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
68	66		199		0	0	3/4	4	1	1	I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
69	67	196	202	3.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
70	68	199	205	2.0	0	0	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
70	68	201	207	1.0	1/2	1/2	3/4	4	1		I64		F	I		I64	I		64					M	0	0	1, 0, 4		0	1
71	69	202	208	2.0	0	0	3/4	4	1		ii7		F	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
71	69	204	210	2.0	1/2	1/2	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
72	70	206	212	2.0	1/4	1/4	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
73	71	208	214	6.0	0	0	3/4	4	1		I64		F	I		I64	I		64					M	0	0	1, 0, 4		0	1
75	73	214	220	6.0	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
77	75	220	226	6.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
79	77	226	232	6.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
81	79	232	238	6.0	0	0	3/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
83	81	238	244	6.0	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
85	83	244	250	6.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
87	85	250	256	3.0	0	0	3/4	4	1		ii	V	F	I		ii	ii							m	0	0	2, -1, 3		2	2
88	86	253	259	3.0	0	0	3/4	4	1		iii	I6	F	I		iii	iii							m	0	0	4, 1, 5		4	4
89	87	256	262	3.0	0	0	3/4	4	1		IV	V7	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
90	88	259	265	3.0	0	0	3/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
91	89	262	268	2.0	0	0	3/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
91	89	264	270	1.0	1/2	1/2	3/4	4	1		vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
92	90	265	271	2.0	0	0	3/4	4	1		V(64)/iii		F	I		V(64)/iii	V			64	iii			M	0	0	5, 4, 1		5	5
92	90	267	273	1.0	1/2	1/2	3/4	4	1		V/iii		F	I		V/iii	V				iii			M	0	0	5, 9, 6		5	5
93	91	268	274	6.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
95	93	274	280	2.0	0	0	3/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
95	93	276	282	1.0	1/2	1/2	3/4	4	1		vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
96	94	277	283	2.0	0	0	3/4	4	1		V(64)/iii		F	I		V(64)/iii	V			64	iii			M	0	0	5, 4, 1		5	5
96	94	279	285	1.0	1/2	1/2	3/4	4	1		V/iii		F	I		V/iii	V				iii			M	0	0	5, 9, 6		5	5
97	95	280	286	2.0	0	0	3/4	4	1		II.IV(6)		F	II		IV(6)	IV			6				M	0	0	-1, 3, 2		-1	-1
97	95	282	288	1.0	1/2	1/2	3/4	4	1		IV		F	II		IV	IV							M	0	0	-1, 3, 0		-1	-1
98	96	283	289	2.0	0	0	3/4	4	1		V(64)		F	II		V(64)	V			64				M	0	0	1, 0, 4		1	1
98	96	285	291	1.0	1/2	1/2	3/4	4	1		V		F	II		V	V							M	0	0	1, 5, 2		1	1
99	97	286	292	1.0	0	0	3/4	4	1		I\\		F	II		I	I						\\	M	0	0	0, 4, 1		0	0
99	97	287	293	8.0	1/4	1/4	3/4	4	1		I64		F	II		I64	I		64					M	0	0	1, 0, 4		0	1
102	100	295	301	15.0	0	0	3/4	4	1		V7		F	II		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
107	105	310	316	1.0	0	0	3/4	4	1		I		F	II		I	I							M	0	0	0, 4, 1		0	0
107	105	311	317	9.0	1/4	1/4	3/4	4	1		I64		F	II		I64	I		64					M	0	0	1, 0, 4		0	1
110	108	320	326	5.0	1/4	1/4	3/4	4	1		I		F	II		I	I							M	0	0	0, 4, 1		0	0
112	110	325	331	3.0	0	0	3/4	4	1		V2/IV		F	II		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
113	111	328	334	3.0	0	0	3/4	4	1		V7/ii		F	II		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
114	112	331	337	2.0	0	0	3/4	4	1		iii.V		F	iii		V	V							M	0	1	1, 5, 2		1	1
114	112	333	339	1.0	1/2	1/2	3/4	4	1		V7		F	iii		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
115	113	334	340	5.0	0	0	3/4	4	1		V(64)		F	iii		V(64)	V			64				M	0	1	1, 0, -3		1	1
116	114	339	345	16.0	1/2	1/2	3/4	4	1		V		F	iii		V	V							M	0	1	1, 5, 2		1	1
122	120	355	361	3.0	0	0	3/4	4	1		V64		F	iii		V64	V		64					M	0	1	2, 1, 5		1	2
123	121	358	364	6.0	0	0	3/4	4	1		V		F	iii		V	V							M	0	1	1, 5, 2		1	1
125	123	364	370	1.0	0	0	3/4	4	1		III.I		F	III		I	I							M	0	0	0, 4, 1		0	0
125	123	365	371	8.0	1/4	1/4	3/4	4	1		I64		F	III		I64	I		64					M	0	0	1, 0, 4		0	1
128	126	373	379	11.0	0	0	3/4	4	1		V7		F	III		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
131	129	384	390	1.0	1/2	1/2	3/4	4	1		V(64)		F	III		V(64)	V			64				M	0	0	1, 0, 4		1	1
132	130	385	391	3.0	0	0	3/4	4	1		V7		F	III		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
133	131	388	394	3.0	0	0	3/4	4	1		I		F	III		I	I							M	0	0	0, 4, 1		0	0
134	132	391	397	3.0	0	0	3/4	4	1		I6		F	III		I6	I		6					M	0	0	4, 1, 0		0	4
135	133	394	400	3.0	0	0	3/4	4	1		vi7		F	III		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
136	134	397	403	2.0	0	0	3/4	4	1		V		F	III		V	V							M	0	0	1, 5, 2		1	1
136	134	399	405	14.0	1/2	1/2	3/4	4	1		V7		F	III		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
141	139	413	419	2.0	1/4	1/4	3/4	4	1		V65		F	III		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
142	140	415	421	1.0	0	0	3/4	4	1		V43		F	III		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
142	140	416	422	2.0	1/4	1/4	3/4	4	1		V		F	III		V	V							M	0	0	1, 5, 2		1	1
143	141	418	424	4.0	0	0	3/4	4	1		V7		F	III		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
144	142	422	428	1.5	1/4	1/4	3/4	4	1		IV6		F	III		IV6	IV		6					M	0	0	3, 0, -1		-1	3
144	142	847/2	859/2	0.5	5/8	5/8	3/4	4	1		viio		F	III		viio	vii	o						o	0	0	5, 2, -1		5	5
145	143	424	430	48.0	0	0	3/4	4	1		I[I		F	III	I	I	I							M	0	0	0, 4, 1		0	0
161	159	472	478	6.0	0	0	3/4	4	1		V7		F	III	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
163	161	478	484	6.0	0	0	3/4	4	1		I		F	III	I	I	I							M	0	0	0, 4, 1		0	0
165	163	484	490	6.0	0	0	3/4	4	1		V7		F	III	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
167	165	490	496	6.0	0	0	3/4	4	1		I		F	III	I	I	I							M	0	0	0, 4, 1		0	0
169	167	496	502	6.0	0	0	3/4	4	1		V7		F	III	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
171	169	502	508	6.0	0	0	3/4	4	1		I		F	III	I	I	I							M	0	0	0, 4, 1		0	0
173	171	508	514	6.0	0	0	3/4	4	1		V7		F	III	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
175	173	514	520	6.0	0	0	3/4	4	1		I		F	III	I	I	I							M	0	0	0, 4, 1		0	0
177	175	520	526	3.0	0	0	3/4	4	1		V7		F	III	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
178	176	523	529	3.0	0	0	3/4	4	1		I		F	III	I	I	I							M	0	0	0, 4, 1		0	0
