mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	2.0	0	0	2/2	4	1	a.#viio	a	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5
1	1	2	2.0	1/2	1/2	2/2	4	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
2	2	4	2.0	0	0	2/2	4	1	VI	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
2	2	6	2.0	1/2	1/2	2/2	4	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
3	3	8	2.0	0	0	2/2	4	1	viio43/V	a	i		viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
3	3	10	2.0	1/2	1/2	2/2	4	1	V6	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
4	4	12	2.0	0	0	2/2	4	1	viio7/V	a	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
4	4	14	2.0	1/2	1/2	2/2	4	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
5	5	16	2.0	0	0	2/2	4	1	#viio2	a	i		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
5	5	18	2.0	1/2	1/2	2/2	4	1	i64	a	i		i64		i		64					m	1	1	1, 0, -3		0	1
6	6	20	2.0	0	0	2/2	4	1	#viio7	a	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
6	6	22	2.0	1/2	1/2	2/2	4	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
7	7	24	2.0	0	0	2/2	4	1	viio7/V	a	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
7	7	26	2.0	1/2	1/2	2/2	4	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
