mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	1.0	0	0	3/4	4	1	a.i(6)		a	i		i(6)		i			6				m	1	1	0, -3, -4		0	0
1	1	1	1	2.0	1/4	1/4	3/4	4	1	i		a	i		i		i							m	1	1	0, -3, 1		0	0
2	2	3	3	1.0	0	0	3/4	4	1	V43(+2)		a	i		V43(+2)		V		43	+2				Mm7	1	1	2, -1, 1, 5	-4	1	2
2	2	4	4	2.0	1/4	1/4	3/4	4	1	V43		a	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
3	3	6	6	1.0	0	0	3/4	4	1	i(6)		a	i		i(6)		i			6				m	1	1	0, -3, -4		0	0
3	3	7	7	2.0	1/4	1/4	3/4	4	1	i		a	i		i		i							m	1	1	0, -3, 1		0	0
4	4	9	9	2.0	0	0	3/4	4	1	V43(4+2)		a	i		V43(4+2)		V		43	4+2				Mm7	1	1	2, -1, 1, 0	-4	1	2
4	4	11	11	1.0	1/2	1/2	3/4	4	1	V43		a	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
5	5	12	12	1.0	0	0	3/4	4	1	i(6)		a	i		i(6)		i			6				m	1	1	0, -3, -4		0	0
5	5	13	13	2.0	1/4	1/4	3/4	4	1	i		a	i		i		i							m	1	1	0, -3, 1		0	0
6	6	15	15	1.0	0	0	3/4	4	1	V6(2)		a	i		V6(2)		V		6	2				M	1	1	5, 2, -4		1	5
6	6	16	16	2.0	1/4	1/4	3/4	4	1	V6		a	i		V6		V		6					M	1	1	5, 2, 1		1	5
7	7	18	18	1.0	0	0	3/4	4	1	V64(+4)/VI		a	i		V64(+4)/VI		V		64	+4	VI			M	1	1	-2, -3, 1	-4	-3	-2
7	7	19	19	2.0	1/4	1/4	3/4	4	1	V43/VI		a	i		V43/VI		V		43		VI			Mm7	1	1	-2, -5, -3, 1		-3	-2
8	8	21	21	1.5	0	0	3/4	4	1	VI(9)		a	i		VI(9)		VI			9				M	1	1	-4, 0, -3	-2	-4	-4
8	8	45/2	45/2	1.5	3/8	3/8	3/4	4	1	VI		a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
9	9	24	24	1.0	0	0	3/4	4	1	V(74)/III		a	i		V(74)/III		V			74	III			M	1	1	-2, -3, -1	-4	-2	-2
9	9	25	25	2.0	1/4	1/4	3/4	4	1	V(64)/III		a	i		V(64)/III		V			64	III			M	1	1	-2, -3, 1		-2	-2
10	10	27	27	1.0	0	0	3/4	4	1	V(9)/III		a	i		V(9)/III		V			9	III			M	1	1	-2, 2, -1	0	-2	-2
10	10	28	28	1.5	1/4	1/4	3/4	4	1	V7/III		a	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
10	10	59/2	59/2	3.5	5/8	5/8	3/4	4	1	i		a	i		i		i							m	1	1	0, -3, 1		0	0
12	12	33	33	1.0	0	0	3/4	4	1	V43(42)		a	i		V43(42)		V		43	42				Mm7	1	1	2, -1, -4, 0		1	2
12	12	34	34	1.0	1/4	1/4	3/4	4	1	V43(4)		a	i		V43(4)		V		43	4				Mm7	1	1	2, -1, 1, 0		1	2
12	12	35	35	1.0	1/2	1/2	3/4	4	1	V43		a	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
13	13	36	36	1.0	0	0	3/4	4	1	i(6)		a	i		i(6)		i			6				m	1	1	0, -3, -4		0	0
13	13	37	37	2.0	1/4	1/4	3/4	4	1	i		a	i		i		i							m	1	1	0, -3, 1		0	0
14	14	39	39	1.0	0	0	3/4	4	1	V6(6)		a	i		V6(6)		V		6	6				M	1	1	5, -3, 1		1	5
14	14	40	40	2.0	1/4	1/4	3/4	4	1	V6		a	i		V6		V		6					M	1	1	5, 2, 1		1	5
15	15	42	42	3.0	0	0	3/4	4	1	V43/VI		a	i		V43/VI		V		43		VI			Mm7	1	1	-2, -5, -3, 1		-3	-2
16	16	45	45	1.0	0	0	3/4	4	1	VI(b4+2)		a	i		VI(b4+2)		VI			b4+2				M	1	1	-4, -5, -3	-2	-4	-4
16	16	46	46	2.0	1/4	1/4	3/4	4	1	VI		a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
17	17	48	48	1.0	0	0	3/4	4	1	V(74)/III		a	i		V(74)/III		V			74	III			M	1	1	-2, -3, -1	-4	-2	-2
17	17	49	49	2.0	1/4	1/4	3/4	4	1	V(64)/III		a	i		V(64)/III		V			64	III			M	1	1	-2, -3, 1		-2	-2
18	18	51	51	1.0	0	0	3/4	4	1	V(9)/III		a	i		V(9)/III		V			9	III			M	1	1	-2, 2, -1	0	-2	-2
18	18	52	52	1.5	1/4	1/4	3/4	4	1	V7/III		a	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
18	18	107/2	107/2	3.5	5/8	5/8	3/4	4	1	iv		a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
20	20	57	57	1.0	0	0	3/4	4	1	V6(6)/iv		a	i		V6(6)/iv		V		6	6	iv			M	1	1	4, -4, 0		0	4
20	20	58	58	1.5	1/4	1/4	3/4	4	1	V6/iv		a	i		V6/iv		V		6		iv			M	1	1	4, 1, 0		0	4
20	20	119/2	119/2	0.5	5/8	5/8	3/4	4	1	i6		a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
21	21	60	60	1.0	0	0	3/4	4	1	v(4)		a	i		v(4)		v			4				m	1	1	1, 0, 2		1	1
21	21	61	61	2.0	1/4	1/4	3/4	4	1	v		a	i		v		v							m	1	1	1, -2, 2		1	1
22	22	63	63	1.0	0	0	3/4	4	1	V6(+2)/V		a	i		V6(+2)/V		V		6	+2	V			M	1	1	6, 3, 2	4	2	6
22	22	64	64	1.0	1/4	1/4	3/4	4	1	V6/V		a	i		V6/V		V		6		V			M	1	1	6, 3, 2		2	6
22	22	65	65	1.0	1/2	1/2	3/4	4	1	#viio43		a	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
23	23	66	66	3.0	0	0	3/4	4	1	i6		a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
24	24	69	69	2.5	0	0	3/4	4	1	V65		a	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
24	24	143/2	143/2	0.5	5/8	5/8	3/4	4	1	i		a	i		i		i							m	1	1	0, -3, 1		0	0
25	25	72	72	2.0	0	0	3/4	4	1	V		a	i		V		V							M	1	1	1, 5, 2		1	1
25	25	74	74	1.0	1/2	1/2	3/4	4	1	V7		a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
26	26	75	75	1.5	0	0	3/4	4	1	i		a	i		i		i							m	1	1	0, -3, 1		0	0
26	26	153/2	153/2	1.0	3/8	3/8	3/4	4	1	V7/iv		a	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
26	26	155/2	155/2	3.5	5/8	5/8	3/4	4	1	iv		a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
28	28	81	81	1.0	0	0	3/4	4	1	V6(6)/iv		a	i		V6(6)/iv		V		6	6	iv			M	1	1	4, -4, 0		0	4
