mc	mn	keysig	timesig	act_dur	offset	repeats	volta	barline	numbering_offset	dont_count	next
256	256	-1	2/4	1/2	0						257
257	257	-1	2/4	1/2	0						258
258	258	-1	2/4	1/2	0						259
259	259	-1	2/4	1/2	0						260
260	260	-1	2/4	1/2	0						261
261	261	-1	2/4	1/2	0						262
262	262	-1	2/4	1/2	0						263
263	263	-1	2/4	1/2	0						264
264	264	-1	2/4	1/2	0						265
265	265	-1	2/4	1/2	0						266
266	266	-1	2/4	1/2	0						267
267	267	-1	2/4	1/2	0						268
268	268	-1	2/4	1/2	0						269
269	269	-1	2/4	1/2	0						270
270	270	-1	2/4	1/2	0						271
271	271	-1	2/4	1/2	0						272
272	272	-1	2/4	1/2	0						273
273	273	-1	2/4	1/2	0						274
274	274	-1	2/4	1/2	0						275
275	275	-1	2/4	1/2	0						276
276	276	-1	2/4	1/2	0						277
277	277	-1	2/4	1/2	0						278
278	278	-1	2/4	1/2	0						279
279	279	-1	2/4	1/2	0						280
280	280	-1	2/4	1/2	0						281
281	281	-1	2/4	1/2	0						282
282	282	-1	2/4	1/2	0						283
283	283	-1	2/4	1/2	0						284
284	284	-1	2/4	1/2	0						285
285	285	-1	2/4	1/2	0						286
286	286	-1	2/4	1/2	0						287
287	287	-1	2/4	1/2	0						288
288	288	-1	2/4	1/2	0						289
289	289	-1	2/4	1/2	0						290
290	290	-1	2/4	1/2	0						291
291	291	-1	2/4	1/2	0						292
292	292	-1	2/4	1/2	0						293
293	293	-1	2/4	1/2	0						294
294	294	-1	2/4	1/2	0						295
295	295	-1	2/4	1/2	0						296
296	296	-1	2/4	1/2	0						297
297	297	-1	2/4	1/2	0						298
298	298	-1	2/4	1/2	0						299
299	299	-1	2/4	1/2	0						300
300	300	-1	2/4	1/2	0						301
301	301	-1	2/4	1/2	0						302
302	302	-1	2/4	1/2	0						303
303	303	-1	2/4	1/2	0						304
304	304	-1	2/4	1/2	0						305
305	305	-1	2/4	1/2	0						306
306	306	-1	2/4	1/2	0						307
307	307	-1	2/4	1/2	0						308
308	308	-1	2/4	1/2	0						309
309	309	-1	2/4	1/2	0						310
310	310	-1	2/4	1/2	0						311
311	311	-1	2/4	1/2	0						312
312	312	-1	2/4	1/2	0						313
313	313	-1	2/4	1/2	0						314
314	314	-1	2/4	1/2	0						315
315	315	-1	2/4	1/2	0						316
316	316	-1	2/4	1/2	0						317
317	317	-1	2/4	1/2	0						318
318	318	-1	2/4	1/2	0						319
319	319	-1	2/4	1/2	0						320
320	320	-1	2/4	1/2	0						321
321	321	-1	2/4	1/2	0						322
322	322	-1	2/4	1/2	0						323
323	323	-1	2/4	1/2	0						324
324	324	-1	2/4	1/2	0						325
325	325	-1	2/4	1/2	0						326
326	326	-1	2/4	1/2	0						327
327	327	-1	2/4	1/2	0						328
328	328	-1	2/4	1/2	0						329
329	329	-1	2/4	1/2	0						330
330	330	-1	2/4	1/2	0						331
331	331	-1	2/4	1/2	0						332
332	332	-1	2/4	1/2	0						333
333	333	-1	2/4	1/2	0						334
334	334	-1	2/4	1/2	0						335
335	335	-1	2/4	1/2	0						336
336	336	-1	2/4	1/2	0						337
337	337	-1	2/4	1/2	0						338
338	338	-1	2/4	1/2	0						339
339	339	-1	2/4	1/2	0						340
340	340	-1	2/4	1/2	0						341
341	341	-1	2/4	1/2	0						342
342	342	-1	2/4	1/2	0						343
343	343	-1	2/4	1/2	0						344
344	344	-1	2/4	1/2	0						345
345	345	-1	2/4	1/2	0						346
346	346	-1	2/4	1/2	0						347
347	347	-1	2/4	1/2	0						348
348	348	-1	2/4	1/2	0						349
349	349	-1	2/4	1/2	0						350
350	350	-1	2/4	1/2	0						351
351	351	-1	2/4	1/2	0						352
352	352	-1	2/4	1/2	0						353
353	353	-1	2/4	1/2	0						354
354	354	-1	2/4	1/2	0						355
355	355	-1	2/4	1/2	0						356
356	356	-1	2/4	1/2	0						357
357	357	-1	2/4	1/2	0						358
358	358	-1	2/4	1/2	0						359
359	359	-1	2/4	1/2	0						360
360	360	-1	2/4	1/2	0						361
361	361	-1	2/4	1/2	0						362
362	362	-1	2/4	1/2	0						363
363	363	-1	2/4	1/2	0						364
364	364	-1	2/4	1/2	0						365
365	365	-1	2/4	1/2	0						366
366	366	-1	2/4	1/2	0						367
367	367	-1	2/4	1/2	0						368
368	368	-1	2/4	1/2	0						369
369	369	-1	2/4	1/2	0						370
370	370	-1	2/4	1/2	0						371
371	371	-1	2/4	1/2	0						372
372	372	-1	2/4	1/2	0						373
373	373	-1	2/4	1/2	0						374
374	374	-1	2/4	1/2	0						375
375	375	-1	2/4	1/2	0						376
376	376	-1	2/4	1/2	0						377
377	377	-1	2/4	1/2	0						378
378	378	-1	2/4	1/2	0						379
379	379	-1	2/4	1/2	0						380
380	380	-1	2/4	1/2	0						381
381	381	-1	2/4	1/2	0	lastMeasure		end			-1
